document_id,en_name,en_abstract,keywords,technical_cluster_id,technical_label_zh,technical_confidence,technical_evidence,application_cluster_id,application_label_zh,application_confidence,application_evidence,evidence_quality,gold_status,gold_review_rounds
DOC_0015,Nonreciprocal scattering and unidirectional cloaking in nonlinear nanoantennas,"Reciprocal scatterers necessarily extinguish the same amount of incoming power when excited from opposite directions. This property implies that it is not possible to realize scatterers that are transparent when excited from one direction but that scatter and absorb light for the opposite excitation, limiting opportunities in the context of asymmetric imaging and nanophotonic circuits. This reciprocity constraint may be overcome with an external bias that breaks time-reversal symmetry, posing however challenges in terms of practical implementations and integration. Here, we explore the use of tailored nonlinearities combined with geometric asymmetries in suitably tailored resonant nanoantennas. We demonstrate that, under suitable design conditions, a nonlinear scatterer can be cloaked for one excitation direction, yet strongly scatters when excited at the same frequency and intensity from the opposite direction. This nonreciprocal scattering phenomenon opens opportunities for nonlinear nanophotonics, asymmetric imaging and visibility, all-optical signal processing and directional sensing.","['cloaking', 'nanoantennas', 'nonlinear', 'nonreciprocal', 'scattering']",T27,信号、图像处理与算法优化,0.86,signal/image algorithm,A17,光学光子、天线与射频,0.96,title/keyword/application evidence: antenna|waveguide|laser|photonic|optical|metasurface|holographic|orbital angular momentum|terahertz|microwave,full,model_reviewed_high,3
DOC_0017,"Hematological, histomorphological, and immunohistochemical diagnosis of bilateral testicular Sertoli cell tumor in a Mongrel dog: a case history","Although testicular tumors are the most common genital system tumors in dogs, Sertoli cells tumors (SCT) are the least occurring of them all to warrant their continuous evaluations. More so, SCTs may present some microscopic diagnostic difficulties requiring the use of other diagnostic tools. The present study focused on hematological, histomorphological and immunohistochemical evaluation of bilateral testicular growths in a Mongrel dog. All vital parameters were within optimum ranges and all investigations were according to standard procedures. The disease condition was characterized by lymphocytosis and thrombocytopenia with the rare bilateral grey to yellowish multilobulated testicular growths composed of diffuse haphazardly arranged uniform small round cells with scanty cytoplasm and hyperchromatic round to oval nuclei in a nest-like formation separated by little intercellular fibrillar septa, which reacted positively to only vimentin and NSE and also α-SMA (fibrillar septa only) but negatively to CD3, CD20, CD99, CK A1/A3, CD117, LCA, desmin, S-100, HMB45, β-HCG, E-cadherin, synaptophysin, and NFP antibodies, respectively. A diagnosis of bilateral canine SCT with tendency towards metastasis became imperative based on the study findings. Surgical excision of the mass was performed and managed. The used large battery of immunohistochemical antibodies highlighted their diagnostic potentials in aiding histopathological diagnosis of canine SCTs in veterinary practice. The findings further highlighted the need for the continuous monitoring of sexually active dogs with descended testis for cases of SCTs.","['Dog', 'Hematology', 'Histomorphology', 'Immunohistochemistry', 'Sertoli cell tumor']",T07,病例报告与病例系列,0.95,explicit case report/series,A03,肿瘤与癌症诊疗,0.96,title/keyword/application evidence: cancer|tumou?r|carcinoma|oncology|metasta|leukaemia|leukemia|lymphoma|sarcoma|myeloma,full,model_reviewed_high,3
DOC_0021,"Component, design, and prospects of self-consistent energy systems for transport infrastructures","This paper introduces a Transportation Self-Consistent Energy System (TSCES) to meet the increasing electricity requirements of transport infrastructure in various traffic environments, including highway, railway, and waterway. The TSCES consists of four primary components: power source, load, energy storage, and interconnected microgrid. The power source component can be categorized into natural energy endowment and energy-electricity conversion components. Load components can be classified, quantified, and forecasted based on diverse transportation facilities, traffic volume, and importance levels. Energy storage components necessitate thorough consideration of the technical attributes of various energy storage methods, along with the functional requirements of the traffic environment, power sources, and loads. Interconnected microgrid components establish connections among all components, followed by configuration optimization and choosing appropriate network topological structures based on techno-economic conditions, ensuring that all components adhere to constraints imposed by transportation space, regulations, and policy indicators. Additionally, the design procedure and architectural patterns of TSCES are presented, which indicates that the TSCES has excellent adaptability and research application value in the field of transportation.","['architecture', 'energy storage', 'Kuo, Cheng-Chien', 'Liu, Lei', 'microgrid', 'Renewable energy', 'traffic constraint']",T06,叙述性综述与理论观点,0.9,explicit narrative review/perspective,A18,土木岩土与交通基础设施,0.89,title/keyword/application evidence: pavement|subgrade|geogrid|infrastructure|railway|highway|concrete|asphalt|geotechnical|bridge,full,model_reviewed_high,3
DOC_0025,Effect of adding telerehabilitation home program to pharmaceutical treatment on the symptoms and the quality of life in children with functional constipation: a randomized controlled trial,"Painful defecation, the passage of hard stools, unpleasant or irregular bowel deviation/movements from regular rate, and/or the feeling of not enough elimination of stool are common symptoms of functional constipation. The goals in treating constipation are to produce soft, painless stools and to prevent the re-accumulation of feces. This study looked at how the telerehabilitation home program (TRP) affected the symptoms of FC and the children who were constipated in terms of their quality of life. A randomized controlled trial included 400 children aging 4–18 years with functional constipation distributed in two groups: control group consisted of 200 children receiving pharmaceutical treatment and the intervention group consisted of 200 children receiving the telerehabilitation home program in addition to pharmaceutical treatment. Both groups received the interventions for 6 months. The outcomes in terms of functional constipation symptoms and quality of life are measured and compared pre- and post-interventions. Adding the telerehabilitation home program to pharmaceutical treatment of functional constipation in children results in prominent improvement in the condition; there is a significant difference between the intervention and control group in all Rome criteria which assess symptoms of functional constipation except rush to the bath-room to poop which showed non-significant difference; there is also a significant difference between the intervention and control group in all domains of the SF-36 questionnaire which assess quality of life except the mental health domain which showed non-significant difference. Conclusion : Adding the telerehabilitation home program to pharmaceutical treatment of functional constipation in children results in prominent improvement in symptoms of functional constipation and quality of life. Trial registration : Our study was registered retrospectively with Clinicaltrials.gov under the identifier NCT06207721 on 5 January 2024. What Is Known: • Painful defecation, passage of hard stools, unpleasant or irregular bowel movements, feeling of incomplete stool elimination are common symptoms of functional constipation. • Goals in treating constipation include producing soft, painless stools and preventing re-accumulation of feces. What Is New: • Adding telerehabilitation home program to pharmaceutical treatment resulted in significant improvement in functional constipation symptoms and quality of life. • Significant differences between intervention group (200 children receiving telerehabilitation home program in addition to pharmaceutical treatment) and control group (200 children receiving pharmaceutical treatment) were observed in all Rome criteria except for rush to the bathroom to poop, and in all domains of SF36 questionnaire except for the mental health domain.","['Conventional treatment', 'Functional constipation', 'Physiotherapy']",T04,随机对照与干预试验,0.94,explicit randomized/intervention trial,A06,消化肝胆与胃肠疾病,0.96,title/keyword/application evidence: liver|hepatic|intestinal|gastrointestinal|bowel|colon|colorectal|pancrea|constipation|renal transplant|kidney disease,full,model_reviewed_high,3
DOC_0028,Ciprofloxacin Accelerates Angiotensin-II-Induced Vascular Smooth Muscle Cells Senescence Through Modulating AMPK/ROS pathway in Aortic Aneurysm and Dissection,"Aortic aneurysm and dissection (AAD) is a cardiovascular disease that poses a severe threat to life and has high morbidity and mortality rates. Clinical and animal-based studies have irrefutably shown that fluoroquinolones, a commonly prescribed antibiotic for treating infections, significantly increase the risk of AAD. Despite this, the precise mechanism by which fluoroquinolones cause AAD remains unclear. Therefore, this study aims to investigate the molecular mechanism and role of Ciprofloxacin definitively—a type of fluoroquinolone antibiotic—in the progression of AAD. Aortic transcriptome data were collected from GEO datasets to detect the genes and pathways expressed differently between healthy donors and AAD patients. Human primary Vascular Smooth Muscle Cells (VSMCs) were isolated from the aorta. After 72 h of exposure to 110ug/ml Ciprofloxacin or 100 nmol/L AngII, either or combined, the senescent cells were identified through SA-β-gal staining. MitoTracker staining was used to examine the morphology of mitochondria in each group. Cellular Reactive Oxygen Species (ROS) levels were measured using MitoSox and DCFH-DA staining. Western blot assay was performed to detect the protein expression level. We conducted an analysis of transcriptome data from both healthy donors and patients with AAD and found that there were significant changes in cellular senescence-related signaling pathways in the latter group. We then isolated and identified human primary VSMCs from healthy donors (control-VSMCs) and patients' (AAD-VSMCs) aortic tissue, respectively. We found that VSMCs from patients exhibited senescent phenotype as compared to control-VSMCs. The higher levels of p21 and p16 and elevated SA-β-gal activity demonstrated this. We also found that pretreatment with Ciprofloxacin promoted angiotensin-II-induced cellular senescence in control-VSMCs. This was evidenced by increased SA-β-gal activity, decreased cell proliferation, and elevation of p21 and p16 protein levels. Additionally, we found that Angiotensin-II (AngII) induced VSMC senescence by promoting ROS generation. We used DCFH-DA and mitoSOX staining to identify that Ciprofloxacin and AngII pretreatment further elevated ROS levels than the vehicle or alone group. Furthermore, JC-1 staining showed that mitochondrial membrane potential significantly declined in the Ciprofloxacin and AngII combination group compared to others. Compared to the other three groups, pretreatment of Ciprofloxacin plus AngII could further induce mitochondrial fission, demonstrated by mitoTracker staining and western blotting assay. Mechanistically, we found that Ciprofloxacin impaired the balance of mitochondrial fission and fusion dynamics in VSMCs by suppressing the phosphorylation of AMPK signaling. This caused mitochondrial dysfunction and ROS generation, thereby elevating AngII-induced cellular senescence. However, treatment with the AMPK activator partially alleviated those effects. Our data indicate that Ciprofloxacin may accelerate AngII-induced VSMC senescence through modulating AMPK/ROS signaling and, subsequently, hasten the progression of AAD.","['Aortic aneurysm and dissection', 'Ciprofloxacin', 'Senescence', 'Vascular smooth muscle cell']",T09,组学测序与生物信息分析,0.91,omics/sequencing method,A01,心血管与循环系统疾病,0.96,title/keyword/application evidence: cardiac|cardiovascular|heart|hypertension|atrial fibrillation|myocardial|aortic|vascular|thrombosis|stroke|coronary|platelet,full,model_reviewed_high,3
DOC_0029,Nitrogen cycling and resource recovery from aquaculture wastewater treatment systems: a review,"The rising aquaculture industry has induced an increase in aquaculture waste, calling for advanced methods to recycle waste in the context of the circular economy. Here, we review methods to treat aquaculture wastewater such as the biofloc technique, aquaponic-aquaculture, rice-fish co-culture, microalgae culture, algal–bacterial culture, membrane and moving bed bioreactors, and electrochemical techniques. We discuss nitrogen cycling, resources recovery, and nitrous oxide emission and mitigations. We observed that aquaculture wastewater irrigation allows for enhanced plant biomass, and biofloc technology improves fish biomass. Nitrogen removal processes, including anammox and partial nitrification, show improved performance. Nitrous oxide emission is mainly dependent on the total ammonia and nitrite concentration.","['Algal-bacteria symbiosis', 'Aquaculture wastewater', 'Biofloc', 'Biomass recovery', 'Nitrogen removal', 'Nitrous oxide']",T06,叙述性综述与理论观点,0.9,explicit narrative review/perspective,A11,兽医、水产与动物健康,0.96,title/keyword/application evidence: \bveterinary\b|\bcanine\b|\bdog\b|\bcat\b|\bfish\b|\btilapia\b|\baquaculture\b|wildcat|livestock,full,model_reviewed_high,3
DOC_0030,Large-scale direct shear testing of geogrid-reinforced aggregate base over weak subgrade,"Geogrids have been widely used to construct stable subgrade foundations and to provide a working platform for construction over weak and soft soils. Use of geogrid reinforcement in a pavement system ensures a long‐lasting pavement structure by reducing excessive deformation and cracking. In this study, a series of large-scale direct shear tests were performed to evaluate the mechanical interaction between a subgrade soil and an aggregate base layer with and without a geogrid at the interface. The subgrade and base materials consisted of glacial till and well-graded gravel, respectively. Seven types of biaxial geogrids were tested. Normal stresses of 50, 100 and 200 kPa were applied to the top of the samples compacted at optimum moisture content (OMCsoil = 16.4% and OMCaggregate = 8.2%) to relative compaction values of 93–98% (RCsoil = 94–98% and RCaggregate = 93–96%). The test results show that aperture area and junction strength of geogrids are important factors that affect the soil–aggregate interface shear strength response. The average values of the peak interface shear strength coefficient, defined as the ratio of the peak interface shear strength of the soil–aggregate systems with and without geogrid at the interface, range from 0.96 to 1.48. Based on the results of this study, the geogrid aperture area, the normalised aperture area, the normalised aperture length, and the junction strength to optimise the peak interface shear strength of soil–aggregate–geogrid systems are 825 mm2, 4.7, 5.4, and 11.5 kN/m, respectively. These values are restricted to the materials and test conditions used in this study.","['aggregate base', 'aperture size', 'geogrid', 'interface shear strength coefficient', 'junction strength', 'Large direct shear test', 'subgrade']",T13,材料表征与性能测试,0.84,characterization/performance testing,A18,土木岩土与交通基础设施,0.96,title/keyword/application evidence: pavement|subgrade|geogrid|infrastructure|railway|highway|concrete|asphalt|geotechnical|bridge,full,model_reviewed_high,3
DOC_0031,Estrogen receptor alpha XbaI GG genotype was associated with severe preeclampsia,"PURPOSE: Estrogen receptor-α (ERα) plays an essential role in the adaptation of increased uterine blood flow during gestation. Therefore, ERα gene could be a possible candidate for preeclampsia (PE) susceptibility. In current study we aimed to investigate the association of the ERα gene polymorphisms and PE in an Iranian population.METHODS: A total of 192 pregnant women with PE and 186 normotensive women were genotyped for ERα gene (PvuII and XbaI) polymorphisms by polymerase chain reaction-restriction fragment length polymorphism method.RESULTS: The frequencies of alleles and genotypes of ERα PvuII and XbaI polymorphisms were not different between PE and normotensive control women. However, higher frequency of GG genotype was observed in women with severe PE compared to mild PE (OR, 1.8 [95% CI, 1.1 to 3]; p = 0.02) and in severe PE compared to normotensive women [OR = 1.8 (1.1-3), p = 0.02] after adjusting for age, ethnicity, and primiparity.CONCLUSIONS: The GG genotype of ERα XbaI polymorphism could be a genetic risk factor for PE predisposition.","['Estrogen receptor-Î±', 'gene', 'Iran', 'polymorphism', 'preeclampsia', 'severe']",T24,遗传关联与PCR分子检测,0.9,genetic/PCR method,A08,妇产儿科与生殖健康,0.96,title/keyword/application evidence: pediatric|children|child|pregnan|preeclampsia|menstrual|dysmenorrhea|neonatal|maternal|fertility|reproductive,full,model_reviewed_high,3
DOC_0033,Investigation on interface stripping damage at high-temperature using microstructural analysis,"Interface stripping is a common distress appeared in asphalt mixture due to the adhesive failure; it increases the cracks and decreases the strength and durability of pavement structure obviously. The aim of this paper is determining the influence of aggregate characteristics on interface stripping based on the microstructural finite element model. A high-resolution X-ray Computational Tomography device was used to scan the asphalt mixtures and provide their internal states; structures (Such as aggregate particles, asphalt mastic and air-voids) can be identified and reconstructed by Adaptive Digital Image Processing technique. Cohesive behaviour was selected to simulate the mechanical behaviour between aggregate particles and asphalt mastic, and then the evolution of interface damage can be evaluated. The investigation shows that the influence of aggregates on interface stripping is significant. Cracks are mainly appeared at the agg–mastic interface at high temperature; increasing the proportion of coarse aggregates cause more serious damage in agg–mastic interface; 3D fractal dimension is a quantitative indicator to evaluate the morphology and distribution of aggregates, and energy consumption presents a linear relationship with the 3D fractal dimension. This paper shows that microstructure can be used to reflect the damage and investigate the adhesive failure effectively.","['Asphalt mixture', 'cohesive behaviour', 'interface stripping', 'microstructure', 'numerical simulation']",T14,数值模拟与有限元计算,0.91,explicit numerical/finite-element method,A18,土木岩土与交通基础设施,0.88,title/keyword/application evidence: pavement|subgrade|geogrid|infrastructure|railway|highway|concrete|asphalt|geotechnical|bridge,full,model_reviewed_high,3
DOC_0034,A myofascial component of pain in knee osteoarthritis,"BACKGROUND: Osteoarthritis (OA) is the most common cause of musculoskeletal pain and disability. The knee is the most common site of OA. Numerous studies have shown an inconsistency between patients&#x27; reports of pain and their radiographic findings. This inconsistency may be partially explained by the fact that a portion of the pain originates from the myofascial trigger points (MTrPs) located in the surrounding muscles.AIM: To assess the role of myofascial pain in OA patients.METHODS: Critical review. PubMed, Google Scholar, Scopus, and PEDro databases were searched from inception until December 2016 for the following keywords: myofascial pain , osteoarthritis , trigger points , knee or any combination of these words. The reference lists of all articles retrieved were searched as well.RESULTS: The current review included two observational studies evaluating the prevalence of MTrPs in OA patients and six interventional studies describing the treatment of myofascial pain in OA patients. Data from two of the interventional studies also included an observational section.CONCLUSION: The reviewed observational studies offered initial evidence as to the assumption that myofascial pain and the presence of MTrPs may play a role in pain and disability of knee OA. Because of the cross-sectional design of these studies, the causal relationships could not be established. Additional studies are needed to confirm this assumption as well as to clarify if MTrPs are a portion of OA etiology or that OA is the basis for MTrPs formation. Each interventional study elaborated on various myofascial treatment techniques. However, treatment focusing on MTrPs seems to be effective in reducing pain and improving function in OA patients. Due to the heterogeneity in treatment methods and outcome measures, it is difficult to attain a definite conclusion and therefore, additional high-quality randomized controlled trials are warranted.","['Dysfunction', 'Knee', 'Manual therapy', 'Myofascial pain', 'Osteoarthritis', 'Soft tissue mobilizations']",T03,临床观察性队列与回顾性分析,0.9,explicit observational design,A05,骨科肌肉与康复医学,0.96,title/keyword/application evidence: fracture|orthopedic|osteoarthritis|arthroplasty|musculoskeletal|mandibular|bone|joint|tendon,full,model_reviewed_high,3
DOC_0036,Cardiac transplantation: towards a new noninvasive approach of cardiac allograft rejection,"INTRODUCTION: Cardiac allograft rejection (CAR) may occur after transplantation and remains silent, until hemodynamic deterioration takes place. Endomyocardial biopsy (EMB) is applied to early detect CAR. Although, flexible bioptoms have decreased the incidence of lethal complications, EMB remains an invasive procedure carrying risk of tamponade and permanent heart block. Therefore, a new non-invasive approach is needed. Areas covered: AlloMap molecular expression testing and graft-derived cell-free DNA (GcfDNA) test can be used as blood indices of acute and chronic CAR, respectively. Among diagnostic techniques, only echocardiography and cardiovascular magnetic resonance (CMR) have shown a strong correlation with EMB. Echocardiography is bedside, cost and time saving. However, the currently used indices are insensitive markers of CAR. Global longitudinal strain (GLS) can diagnose the subclinical CAR and be used together with EMB to monitor acute CAR. CMR can improve our diagnostic accuracy using T2STIR, T1, T2 mapping, early/late gadolinium enhancement and functional assessment. Expert commentary: A new non-invasive approach in asymptomatic transplanted patients should be based on a serial assessment of AlloMap, GcfDNA testing, echocardiographic and CMR indices that will guide the indication for EMB. In symptomatic patients immediate EMB is the approach of choice, since they have high likelihood for CAR.","['Cardiac allograft rejection', 'cardiovascular magnetic resonance', 'echocardiography', 'electrocardiogram', 'natriuretic peptide', 'troponin']",T11,成像、生理测量与诊断检测,0.85,imaging/measurement method,A01,心血管与循环系统疾病,0.96,title/keyword/application evidence: cardiac|cardiovascular|heart|hypertension|atrial fibrillation|myocardial|aortic|vascular|thrombosis|stroke|coronary|platelet,full,model_reviewed_high,3
